date,smooth_ma7,smooth_ma14,unsmooth
2020-04-13,5.41036190311582,5.62113011307785,6.0108056967308
2020-04-14,5.49596305755184,5.84047601300335,5.39092684016869
2020-04-15,5.46321450687604,6.09896266839254,5.6583120623133
2020-04-16,5.60682329758825,6.35726697665021,5.96806392721071
2020-04-17,5.56499585398185,6.51086905093312,7.21729299631367
2020-04-18,6.08611437873855,6.66843285937229,4.92987346025669
2020-04-19,6.69911776379629,6.83850881340637,4.07248810012386
2020-04-20,7.30417205018461,7.14906239728604,5.71801359148601
2020-04-21,7.52577504431439,7.58420498351695,9.03875651346563
2020-04-22,7.87365121186854,7.96949533053259,9.94933575771748
2020-04-23,8.0701943292245,8.41695141247661,10.2034439319289
2020-04-24,8.73312894059023,8.44360575137125,8.76851395522213
2020-04-25,9.08229558829535,8.5079888130784,7.36500663313569
2020-04-26,9.23987289726888,8.40022070702997,5.44828992161564
2020-04-27,9.5297307747686,8.50000623636087,10.3585558710461
2020-04-28,9.36143645842811,8.41856870578162,11.4829230474014
2020-04-29,9.14232641428826,8.3158689293034,11.0523769205322
2020-04-30,8.73024708483543,8.3051725753353,12.232449074427
2020-05-01,8.2668835321315,8.4289377467625,7.59045374083868
2020-05-02,7.75484182326788,8.53787919691637,5.83123632415671
2020-05-03,7.39186496133792,8.5271574827087,2.56373461544588
2020-05-04,7.08061437590199,8.45442407072437,7.11501100211865
2020-05-05,7.49643903509689,8.42377305594062,7.89863108535604
2020-05-06,7.93343197954449,8.49075214423682,8.51153888702247
2020-05-07,8.32406788058196,8.4479828022643,10.0536949763755
2020-05-08,8.64196460931722,8.78164765604739,10.501226355203
2020-05-09,9.09270428861335,9.08191323702036,8.89018693528988
2020-05-10,9.58963932713573,9.31857923483735,5.29818592270816
2020-05-11,9.81535122862661,9.54155834673538,9.34028810326554
2020-05-12,10.0668562769979,9.72112131793048,11.0538088404289
2020-05-13,10.2303944944962,10.016457848244,11.9900841566791
2020-05-14,10.3130905890927,10.2727855365595,11.6336782868117
2020-05-15,10.4411520841535,10.700707761861,12.261761693802
2020-05-16,10.3495383472476,10.9721142753657,10.0349544577782
2020-05-17,10.4432763693523,11.2273964396111,5.87705858488378
2020-05-18,10.7302198444923,11.0430189813247,10.2367185686912
2020-05-19,11.3345592467241,11.2800556559145,10.4125126820874
2020-05-20,11.7138340562352,11.4891817804872,12.6462503114117
2020-05-21,12.1417022901294,11.6775191615245,13.6422826127918
2020-05-22,11.6448858784958,12.0872005543231,16.4921375094249
2020-05-23,12.2105729645813,12.432640512026,12.6898781243555
2020-05-24,12.5350871916222,12.6434527361499,8.87213622214345
2020-05-25,12.6248184785567,12.9914201313789,6.75900368725576
2020-05-26,12.839841861922,13.3401482757679,14.3723222846859
2020-05-27,13.1514469678167,13.5805670111636,14.917849900698
2020-05-28,13.1452031821705,13.738497701132,14.2704016213335
2020-05-29,14.337954384262,13.8277313198948,17.997301192982
2020-05-30,14.4697235869545,13.748361638132,14.8711138656186
2020-05-31,14.6260468307051,13.6518890707116,8.82842972261943
2020-06-01,14.8521769237073,14.3319279431115,15.1082621018969
2020-06-02,14.8156207778675,14.5551628137844,15.2947067035328
2020-06-03,14.3452763084473,14.543521074105,16.0121126069522
2020-06-04,14.1585749592527,14.6683400235866,15.8533122723492
2020-06-05,14.3259015019609,14.3822795511135,17.7414081721036
2020-06-06,14.6406020406143,14.2456651791621,11.5787025796768
2020-06-07,14.460995317505,14.2320473717843,7.52152027825768
2020-06-08,14.4845031234658,14.0929615642094,16.2795479008538
2020-06-09,13.9489383243594,13.8125937964762,17.4976104741071
2020-06-10,14.1460540498768,13.779089365366,14.7548655451866
2020-06-11,14.3055197843158,13.7455830664252,16.0178669140751
2020-06-12,13.860021626458,13.5002590927399,13.9924545783588
2020-06-13,12.9845855523381,13.7039522225539,12.9585126582985
2020-06-14,13.097183413227,13.8267269156067,8.63778041933085
2020-06-15,13.0066630093846,13.7447624901408,13.161060795849
2020-06-16,13.0515798611204,13.5727516903023,11.3695579552678
2020-06-17,13.2618503952309,13.635425410961,15.5430505714086
2020-06-18,13.3479340468976,13.6311695444934,15.3842240871789
2020-06-19,13.6295033538236,13.6832284319422,14.3068725405092
2020-06-20,14.1609178282665,13.4964828925842,14.4304063970721
2020-06-21,14.1736674086951,13.4919347908382,9.24036598099796
2020-06-22,14.2556760796022,13.5872206452144,15.1320459443307
2020-06-23,14.314877002764,13.9081340711933,15.0894592763679
2020-06-24,13.7311153899375,13.792572045225,15.6322976344092
2020-06-25,13.6359355347788,13.5553354320683,15.9582847835285
2020-06-26,13.5449379366053,13.371708822985,14.721279002642
2020-06-27,13.6553503141202,13.1198235035365,10.344075107286
2020-06-28,13.4114766817548,12.9139359696802,8.57410699488696
2020-06-29,12.8549947845343,12.7025848305266,14.4950627571164
2020-06-30,12.4285406432061,12.5990907005759,15.8623459189721
2020-07-01,12.5085316171355,12.5045988825725,13.9251822078517
2020-07-02,12.1919364045816,12.4502578076542,12.0629115029851
2020-07-03,11.8602317244479,12.5448334239496,11.736100013344
2020-07-04,11.5428310870315,12.5316070427244,10.9040119247919
2020-07-05,11.5977210833901,12.4180359281651,6.35794050700962
2020-07-06,12.045520830774,12.3403094856664,12.1731299961807
2020-07-07,12.6611262046932,12.2120354958575,13.6405414570578
2020-07-08,12.5546824683133,12.2462589929951,14.3094121823616
2020-07-09,12.6441354517487,12.4737009006439,15.1975097346727
2020-07-10,12.820387246885,12.7321117426362,16.0453376307781
2020-07-11,12.8812399046834,12.6907911131728,10.1589057701326
2020-07-12,12.8947969026001,12.7555645632524,6.98411139105771
2020-07-13,12.9018809705137,12.8338715081303,13.4068925621344
2020-07-14,12.8030972805793,12.8568270097078,14.0665100616467
2020-07-15,12.8268997580322,12.8914075522485,14.4043111677785
2020-07-16,12.8669936747561,12.83232988842,15.247098210068
2020-07-17,12.8473557693755,12.8952544629851,15.3538518012368
2020-07-18,12.8324141147322,13.0293880651962,10.3255231123035
2020-07-19,12.8880182018968,13.0963233119152,7.2647688081249
2020-07-20,12.7627788063264,13.1220039851665,13.2694272244703
2020-07-21,12.987411645391,13.240083289991,13.961918479143
2020-07-22,13.2318763723601,13.5263464082931,14.7935397779314
2020-07-23,13.3256529490743,13.5263464082931,14.3704224410746
2020-07-24,13.3966522009576,13.5263464082931,16.9262816746893
2020-07-25,13.6477524652497,13.5263464082931,12.0367762010875
2020-07-26,14.1646746146894,13.5263464082931,7.92120484512394
2020-07-27,14.1646746146894,13.5263464082931,13.7664219876532
2020-07-28,14.1646746146894,13.5263464082931,15.7196203291884
2020-07-29,14.1646746146894,13.5263464082931,18.4119948240092
