date,county,prop_non_home,prop_non_home_ma7
2019-01-01,Dade,0.101238100079419,0.129948676577428
2019-01-02,Dade,0.156527128156295,0.129948676577428
2019-01-03,Dade,0.172860501397067,0.129948676577428
2019-01-04,Dade,0.188929045186887,0.129948676577428
2019-01-05,Dade,0.105842869062464,0.143626156491202
2019-01-06,Dade,0.0661318940709995,0.152037482380351
2019-01-07,Dade,0.118111198088863,0.159809307429996
2019-01-08,Dade,0.196980459475837,0.165944525236467
2019-01-09,Dade,0.215406409380336,0.166514466093642
2019-01-10,Dade,0.227263276744584,0.166714226510942
2019-01-11,Dade,0.231875569832186,0.17932024457033
2019-01-12,Dade,0.109832455062688,0.182427596020588
2019-01-13,Dade,0.0675302169920966,0.182559617898986
2019-01-14,Dade,0.20635332450458,0.182050654907391
2019-01-15,Dade,0.218731919627645,0.176290036392953
2019-01-16,Dade,0.216330562529125,0.177584345199426
2019-01-17,Dade,0.22370053580342,0.177270730087996
2019-01-18,Dade,0.191551240231119,0.162671152666478
2019-01-19,Dade,0.118892616707997,0.161250914009266
2019-01-20,Dade,0.0653349112120871,0.160735331294432
2019-01-21,Dade,0.104156282553954,0.160252360938993
2019-01-22,Dade,0.208790249027157,0.165590045407355
2019-01-23,Dade,0.212721483525288,0.161380004165593
2019-01-24,Dade,0.22031974331535,0.160254954699616
2019-01-25,Dade,0.228915031509649,0.174595766930568
2019-01-26,Dade,0.0894223280156656,0.176653850393722
2019-01-27,Dade,0.0574595649502491,0.178303856243214
2019-01-28,Dade,0.204541968170613,0.183684330866995
2019-01-29,Dade,0.223196833269238,0.181748223497385
2019-01-30,Dade,0.224271524471733,0.185880075259427
2019-01-31,Dade,0.257983065681815,0.189392161307848
2019-02-01,Dade,0.215362279922379,0.190236585448736
2019-02-02,Dade,0.118345290349958,0.191416811715358
2019-02-03,Dade,0.0820441672891977,0.191894843490775
2019-02-04,Dade,0.210452937156834,0.188684310328446
2019-02-05,Dade,0.231458417135591,0.192662116964722
2019-02-06,Dade,0.227617746899653,0.192905998110651
2019-02-07,Dade,0.23550933354551,0.191152144469754
2019-02-08,Dade,0.243206926376309,0.189440190412117
2019-02-09,Dade,0.120052458371459,0.187349841632646
2019-02-10,Dade,0.0697671918029236,0.18342249808143
2019-02-11,Dade,0.198469258753376,0.18326646756394
2019-02-12,Dade,0.216825975679296,0.181996161122431
2019-02-13,Dade,0.200126342041137,0.18302667261668
2019-02-14,Dade,0.234417119923083,0.185454587414438
2019-02-15,Dade,0.234314781285744,0.17474044799232
2019-02-16,Dade,0.127266038831203,0.176002113213956
2019-02-17,Dade,0.086762595387229,0.181256745057021
2019-02-18,Dade,0.123470282798546,0.182486873717728
2019-02-19,Dade,0.225657632230754,0.185595028228457
2019-02-20,Dade,0.236908764942587,0.187547696707267
2019-02-21,Dade,0.243028020548034,0.187298724278184
2019-02-22,Dade,0.256071862860848,0.201977922395035
2019-02-23,Dade,0.140934718182873,0.204021687117658
2019-02-24,Dade,0.0850197883836442,0.206018358918232
2019-02-25,Dade,0.226224669616506,0.208840996291616
2019-02-26,Dade,0.239963985289112,0.209251666724777
2019-02-27,Dade,0.250885467546609,0.210363561820649
2019-02-28,Dade,0.262786482161723,0.211117214862358
2019-03-01,Dade,0.258946555892975,0.211966248292118
2019-03-02,Dade,0.148717983853976,0.211813636092867
2019-03-03,Dade,0.0902953596756061,0.210625743695702
2019-03-04,Dade,0.232167903624825,0.207491282986516
2019-03-05,Dade,0.238895699894354,0.208088241856525
2019-03-06,Dade,0.242570220766457,0.20960457633596
2019-03-07,Dade,0.240845257197417,0.210235651802301
2019-03-08,Dade,0.263125267983044,0.210955582394561
2019-03-09,Dade,0.159332325210021,0.210107701936521
2019-03-10,Dade,0.0947128879399895,0.210475029464897
2019-03-11,Dade,0.237207417770646,0.212651890064459
2019-03-12,Dade,0.232960536688076,0.213836175675604
2019-03-13,Dade,0.245141513465089,0.213082503835696
2019-03-14,Dade,0.256083281394352,0.212869284580785
2019-03-15,Dade,0.271415267261055,0.211543743883882
2019-03-16,Dade,0.154056622330668,0.209416095337869
2019-03-17,Dade,0.0932203531556063,0.211473976202159
2019-03-18,Dade,0.227928632892331,0.213531755503901
2019-03-19,Dade,0.21806699686598,0.213197152165114
2019-03-20,Dade,0.259546679515118,0.214306812984093
2019-03-21,Dade,0.270487736506547,0.216575140919351
2019-03-22,Dade,0.269073043889545,0.21500121085711
2019-03-23,Dade,0.161824248063523,0.217381674369633
2019-03-24,Dade,0.10909864870241,0.21479136158435
2019-03-25,Dade,0.216911122456648,0.211074384409928
2019-03-26,Dade,0.234730241453643,0.209353612269345
2019-03-27,Dade,0.241414490018138,0.211571931963828
2019-03-28,Dade,0.244468896285589,0.212294969949063
2019-03-29,Dade,0.257027638905465,0.215858153009819
2019-03-30,Dade,0.177352485924904,0.218836091624784
2019-03-31,Dade,0.114159914599053,0.219155216936549
2019-04-01,Dade,0.241853403881942,0.218121791702266
2019-04-02,Dade,0.255575811758396,0.220690371681036
2019-04-03,Dade,0.243648367200496,0.218694184012813
2019-04-04,Dade,0.237234919645607,0.216945304305599
2019-04-05,Dade,0.275007698756853,0.216936282078241
2019-04-06,Dade,0.163379172247345,0.214414663463815
2019-04-07,Dade,0.101917756648558,0.214493404959662
2019-04-08,Dade,0.241790248290434,0.216335093565663
2019-04-09,Dade,0.237924481457415,0.215792249728516
2019-04-10,Dade,0.244199557671424,0.214965617944637
2019-04-11,Dade,0.250126739887608,0.214402859867889
2019-04-12,Dade,0.271207791896825,0.214246966945271
